"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H94WLS68","journalArticle","2018","Lafortune, Guillaume; Ubaldi, Barbara","OECD 2017 OURdata index: methodology and results","","","","","","","2018","2021-12-08 11:37:38","2021-12-08 11:37:38","","","","","","","","OECD 2017 OURdata index","","","","","","","","","","","","Google Scholar","","Publisher: OECD","","/Users/timdavies/Zotero/storage/32X9TVS4/oecd-2017-ourdata-index_2807d3c8-en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4F2F3YEU","journalArticle","2015","Lnenicka, Martin","An In-Depth Analysis of Open Data Portals as an Emerging Public E-Service","International Journal of Humanities and Social Sciences","","","","https://publications.waset.org/10000736/an-in-depth-analysis-of-open-data-portals-as-an-emerging-public-e-service","An In-Depth Analysis of Open Data Portals as an Emerging Public E-Service","2015-02-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-10 17:04:05","589-599","","2","9","","","","","","","","","","en","","","","","publications.waset.org","","","","/Users/timdavies/Zotero/storage/Q8FN3GGE/Lnenicka_2015_An In-Depth Analysis of Open Data Portals as an Emerging Public E-Service.pdf; /Users/timdavies/Zotero/storage/WQD92BWV/an-in-depth-analysis-of-open-data-portals-as-an-emerging-public-e-service.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HI2TZULK","journalArticle","2022","Lnenicka, Martin; Luterek, Mariusz; Nikiforova, Anastasija","Benchmarking open data efforts through indices and rankings: Assessing development and contexts of use","Telematics and Informatics","","0736-5853","10.1016/j.tele.2021.101745","https://www.sciencedirect.com/science/article/pii/S0736585321001842","This paper aims to provide a broad perspective on the development of benchmarking open data efforts through indices and rankings over the years, both at the level of countries and allowing for a cross-country comparison. The methodology follows a systematic search for the relevant resources, their classification and identification of six open data benchmarks to be further analyzed, the identification of their key components through decomposition, their description, and identifying the similarities and differences. Three major groups of indices and four periods that characterize the efforts to benchmark and measure the development of open data are identified, where the first measure the openness of the selected categories of data, the second focuses on different aspects of the open data ecosystem, using a large number of variables, and the third is a combination of both approaches. Recommendations as well as trends that can form the benchmarking frameworks in the future are also discussed. The findings are of a high importance for individual countries, which allow for correct and accurate interpretation of the results changes in the scope of a given index or rank, i.e., whether the difference in results is the result of national efforts or the subject of changes in the specific index, as well as how to combine and interpret the results of a number of indices for correct decision-making and for the definition of the future actions where the results vary significantly. In addition, the findings are also important for international organizations publishing benchmarking reports.","2022-01-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-12-03 11:09:36","101745","","","66","","Telematics and Informatics","Benchmarking open data efforts through indices and rankings","","","","","","","en","","","","","ScienceDirect","","","","","","","Benchmarking; Development; Index; Indicator; Open data; Ranking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ILYUNJW","journalArticle","2021","Lněnička, Martin; Machova, Renata; Volejníková, Jolana; Linhartová, Veronika; Knezackova, Radka; Hub, Miloslav","Enhancing transparency through open government data: the case of data portals and their features and capabilities","Online Information Review","","1468-4527","10.1108/OIR-05-2020-0204","https://doi.org/10.1108/OIR-05-2020-0204","Purpose The purpose of this paper was to draw on evidence from computer-mediated transparency and examine the argument that open government data and national data infrastructures represented by open data portals can help in enhancing transparency by providing various relevant features and capabilities for stakeholders' interactions. Design/methodology/approach The developed methodology consisted of a two-step strategy to investigate research questions. First, a web content analysis was conducted to identify the most common features and capabilities provided by existing national open data portals. The second step involved performing the Delphi process by surveying domain experts to measure the diversity of their opinions on this topic. Findings Identified features and capabilities were classified into categories and ranked according to their importance. By formalizing these feature-related transparency mechanisms through which stakeholders work with data sets we provided recommendations on how to incorporate them into designing and developing open data portals. Social implications The creation of appropriate open data portals aims to fulfil the principles of open government and enables stakeholders to effectively engage in the policy and decision-making processes. Originality/value By analyzing existing national open data portals and validating the feature-related transparency mechanisms, this paper fills this gap in existing literature on designing and developing open data portals for transparency efforts.","2021-01-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 14:04:15","1021-1038","","6","45","","","Enhancing transparency through open government data","","","","","","","","","","","","Emerald Insight","","Publisher: Emerald Publishing Limited","","/Users/timdavies/Zotero/storage/B63AP8WF/html.html; /Users/timdavies/Zotero/storage/9U5DSHKB/Lněnička et al_2021_Enhancing transparency through open government data.pdf","","","Content analysis; Delphi method; Features and capabilities; Open data portals; Open government data; Transparency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GQ6DQYV","journalArticle","2021","Lnenicka, Martin; Nikiforova, Anastasija","Transparency-by-design: What is the role of open data portals?","Telematics and Informatics","","0736-5853","10.1016/j.tele.2021.101605","https://www.sciencedirect.com/science/article/pii/S0736585321000447","Transparency in the public sector is one of the most important topics of the current debates on accountable, participatory, and responsive governance. An open government addresses these major topics and aims to encourage the relationships and flows of information between involved stakeholders. This article explores the role of open data portals in supporting these efforts and provides findings regarding the features in the design of these data infrastructures. On the basis of evidence from the concept of transparency-by-design, we argue that transparency is facilitated by open data portals and their features enabling to work with datasets. We therefore propose the list of the categories and corresponding features of open data portals that should constitute the checklist of the portal aiming to achieve the highest level of transparency. The mapping of existing features found in literature to the phases of the transparency cycle demonstrates that open data portals meet the transparency requirements.","2021-08-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 09:11:19","101605","","","61","","Telematics and Informatics","Transparency-by-design","","","","","","","en","","","","","ScienceDirect","","","","/Users/timdavies/Zotero/storage/F437TZXJ/S0736585321000447.html; /Users/timdavies/Zotero/storage/25KVKXA7/Lnenicka_Nikiforova_2021_Transparency-by-design.pdf","","","Design; Features; Open data portal; Open government data; Transparency; Transparency cycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUCLAUC7","journalArticle","2015","Lourenço, Rui Pedro","An analysis of open government portals: A perspective of transparency for accountability","Government Information Quarterly","","0740-624X","10.1016/j.giq.2015.05.006","https://www.sciencedirect.com/science/article/pii/S0740624X15000660","This study aims to assess whether the current structure and organization of some of the most prominent open government portals (‘data.gov’ type) is adequate for supporting transparency for accountability. A set of requirements was established based on key characteristics of desired data disclosure proposed by the literature on open government and transparency assessment. These requirements were used as a framework to analyse the structure and data organization of the selected portals. Results suggest that this type of open data portal does not possess important structural and organizational elements needed to fully support ordinary citizens engaged in public accountability efforts. Examples of good practices were found in some portals and should be considered by those responsible for open government programs.","2015-07-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 12:59:05","323-332","","3","32","","Government Information Quarterly","An analysis of open government portals","","","","","","","en","","","","","ScienceDirect","","","","/Users/timdavies/Zotero/storage/HKSY53F7/Lourenço_2015_An analysis of open government portals.pdf","","","Accountability; Assessment; Open government; Portals; Transparency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CLW69D3","journalArticle","2020","Lupi, Lucia; Antonini, Alessio; Liddo, Anna De; Motta, Enrico","Actionable Open Data: Connecting City Data to Local Actions","The Journal of Community Informatics","","1712-4441","10.15353/joci.v16i0.3492","https://openjournals.uwaterloo.ca/index.php/JoCI/article/view/3492","Open Data are recognised as invaluable resources at the city level for improving local services, community engagement and businesses initiatives, but their use still struggle to have the desired impact. This work addresses the underuse of Open Data by exploring the connection between data and actions in everyday urban activities implemented by local governments, public agencies, businesses, non-profit organisations and research institutions operating in the city. The empirical results of this exploratory study outline a structural misalignment between a) roles of local actors in city activities and their data-related activities, b) provision of Open Data and information needs of local actors, c) expected uses of data in local actions and forms of support to the users provided by current city Open Data portals. The envisioned alternative approach to foster the use of Open Data at the city level rely on identifying the appropriate data to be produced for supporting local actions, instead than focusing on publishing data disconnected from real information needs of organisations working for local communities.","2020-12-22","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 17:10:20","3-25","","","16","","","Actionable Open Data","","","","","","","en","Copyright (c) 2020 The Journal of Community Informatics","","","","openjournals.uwaterloo.ca","","","","/Users/timdavies/Zotero/storage/2RT72RC8/Lupi et al_2020_Actionable Open Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUIM6X32","conferencePaper","2020","Luthfi, Ahmad; Janssen, Marijn; Crompvoets, Joep","Stakeholder Tensions in Decision-Making for Opening Government Data","Business Modeling and Software Design","978-3-030-52306-0","","10.1007/978-3-030-52306-0_23","","Various types of stakeholders are often involved in the process of deciding to open data. However, the influence of multiple–actors on the decision-making process is ill-understood. Stakeholders play different roles and have different interests in opening and analyzing datasets. The objective of this paper is to understand the influence of the stakeholder’s roles and their interests in the decision-making process to open data. The roles-interest grid method is used to determine the stakeholder’s concerns and how they influence the decision-making process to open data. In addition to stakeholder theory, we employ muddling through and bounded rationality theories to create a comprehensive analysis of the decision-making process. Stakeholders are found to be diverse, where some are proponents of opening data, and others are risk-averse and do not favor disclosing data. Stakeholder’s responsible for the actual opening of data are often focused on the risks resulting in a tension between the ambitions of politicians to open data, and the practices of administrators and decision-makers. Understanding the stakeholder’s roles and their tensions can help to ensure better decisions are made. We recommend creating incentives for generating shared objectives.","2020","2021-12-08 11:37:38","2021-12-08 11:37:38","","331-340","","","","","","","Lecture Notes in Business Information Processing","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","/Users/timdavies/Zotero/storage/X2A8BV5B/Luthfi et al_2020_Stakeholder Tensions in Decision-Making for Opening Government Data.pdf","","","Bounded rationality; Decision-making; Interest; Muddling through; Open government data; Roles; Stakeholder","Shishkov, Boris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILVBPGGA","conferencePaper","2018","Machado, Viviann; Mantini, Gabriel; Viterbo, José; Bernardini, Flavia; Barcellos, Raissa","An instrument for evaluating open data portals","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","","","10.1145/3209281.3209370","","","2018","2021-12-08 11:37:38","2021-12-08 11:37:38","","1-10","","","","","","","","","","","","","","","","","","Dimensions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXVY66T3","journalArticle","2018","Máchová, Renáta; Hub, Miloslav; Lnenicka, Martin","Usability evaluation of open data portals: Evaluating data discoverability, accessibility, and reusability from a stakeholders’ perspective","Aslib Journal of Information Management","","2050-3806","10.1108/AJIM-02-2018-0026","https://doi.org/10.1108/AJIM-02-2018-0026","Purpose The purpose of this paper is to conduct a usability evaluation of governmental data portals and provide a list of best practices for improving stakeholders’ ability to discover, access, and reuse of these online information sources. Design/methodology/approach The developed methodology was based on the comprehensive literature review that resulted in a benchmarking framework of the most important criteria. A usability testing method was then applied with accordance to unique requirements of open data portals. This approach was demonstrated by using of a case study. Findings The main found weakness was a lack of support for active engagement of stakeholders. The list of best practices was introduced to improve the quality of these portals. This should help to improve the discoverability and facilitate the access to data sets in order to increase their reuse by stakeholders. Social implications The creation of appropriate open data portals aims to fulfill the principles of open government, i.e., to promote transparency and openness through the publication of government data, enhance the accountability of public officials and encourage public participation, collaboration, and cooperation of involved stakeholders. Originality/value This paper proposed a new approach for the usability evaluation of open data portals on national level from an ordinary citizen’s point of view and provided important insights on improving their quality regarding data discoverability, accessibility, and reusability.","2018-01-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 11:56:32","252-268","","3","70","","","Usability evaluation of open data portals","","","","","","","","","","","","Emerald Insight","","Publisher: Emerald Publishing Limited","","/Users/timdavies/Zotero/storage/J2RYCFBM/html.html; /Users/timdavies/Zotero/storage/HJZ4I2WL/Máchová et al_2018_Usability evaluation of open data portals.pdf","","","Benchmarking framework; Best practices; Case study; Engagement of stakeholders; Open data portals; Usability evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"983UK5LI","journalArticle","2017","Máchová, Renata; Lnénicka, Martin","Evaluating the Quality of Open Data Portals on the National Level","Journal of theoretical and applied electronic commerce research","","0718-1876","10.4067/S0718-18762017000100003","http://www.scielo.cl/scielo.php?script=sci_abstract&pid=S0718-18762017000100003&lng=en&nrm=iso&tlng=en","","2017","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 14:24:52","21-41","","1","12","","","","","","","","","","","","","","","SciELO","","Publisher: Universidad de Talca","","/Users/timdavies/Zotero/storage/6N2JDMPT/scielo.html; /Users/timdavies/Zotero/storage/FMGNF2DQ/Máchová_Lnénicka_2017_Evaluating the Quality of Open Data Portals on the National Level.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJL8IWBL","journalArticle","2020","Marmier, Auriane; Mettler, Tobias","Developing an index for measuring OGD publisher compliance to good practice standards: Insights from opendata.swiss","Information Polity","","1570-1255","10.3233/IP-180120","https://content.iospress.com/articles/information-polity/ip180120","In many countries, public organisations are among the largest creators and gatherers of data. To increase economic growth, governments have therefore begun to liberate access to large parts of government data by developing open government data (OGD)","2020-01-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 20:43:08","91-110","","1","25","","","Developing an index for measuring OGD publisher compliance to good practice standards","","","","","","","en","","","","","content.iospress.com","","Publisher: IOS Press","","/Users/timdavies/Zotero/storage/9WKV3SY8/Marmier_Mettler_2020_Developing an index for measuring OGD publisher compliance to good practice.pdf; /Users/timdavies/Zotero/storage/F6Q4NDMZ/ip180120.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GW3TYD5V","report","2021","Misra, Archita; Ranjan, Rajiv; Rudow, Caleb; Swanson, Eric","Data Dissemination in the Digital Age: A review of data portals for official statistics in IDA-eligible countries","","","","","https://opendatawatch.com/publications/data-dissemination-in-the-digital-age/","There is an increasing number of data portals, but their quality and functioning are uneven, and there is no internationally agreed framework.  How can we improve data portals?","2021-11-23","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-24 11:27:55","","","","","","","","","","","","Paris21 and Open Data Watch","","en","","","","","","","Section: Publications","","/Users/timdavies/Zotero/storage/FY85PZYA/data-dissemination-in-the-digital-age.html; /Users/timdavies/Zotero/storage/YMQJW4Y7/Misra et al_2021_Data Dissemination in the Digital Age.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6U66VX73","journalArticle","2018","Neumaier, Sebastian; Savenkov, Vadim; Polleres, Axel","Geo-Semantic Labelling of Open Data","Procedia Computer Science","","18770509","10.1016/j.procs.2018.09.002","https://linkinghub.elsevier.com/retrieve/pii/S1877050918316065","In the past years Open Data has become a trend among governments to increase transparency and public engagement by opening up national, regional, and local datasets. However, while many of these datasets come in semi-structured ﬁle formats, they use diﬀerent schemata and lack geo-references or semantically meaningful links and descriptions of the corresponding geo-entities. We aim to address this by detecting and establishing links to geo-entities in the datasets found in Open Data catalogs and their respective metadata descriptions and link them to a knowledge graph of geo-entities. This knowledge graph does not yet readily exist, though, or at least, not a single one: so, we integrate and interlink several datasets to construct our (extensible) base geo-entities knowledge graph: (i) the openly available geospatial data repository GeoNames, (ii) the map service OpenStreetMap, (iii) country-speciﬁc sets of postal codes, and (iv) the European Union’s classiﬁcation system NUTS. As a second step, this base knowledge graph is used to add semantic labels to the open datasets, i.e., we heuristically disambiguate the geo-entities in CSV columns using the context of the labels and the hierarchical graph structure of our base knowledge graph. Finally, in order to interact with and retrieve the content, we index the datasets and provide a demo user interface. Currently we indexed resources from four Open Data portals, and allow search queries for geo-entities as well as full-text matches at http://data.wu.ac.at/odgraph/.","2018","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 16:40:51","9-20","","","137","","Procedia Computer Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/timdavies/Zotero/storage/6BXC4ZYJ/Neumaier et al_2018_Geo-Semantic Labelling of Open Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QZXR9HT","manuscript","2017","Neumaier, Sebastian; Savenkov, Vadim; Vakulenko, Svitlana","Talking Open Data","","","","","https://arxiv.org/pdf/1705.00894.pdf","","2017","2021-12-08 11:37:38","2021-12-08 11:37:38","","","","","","","","","","","","","","","","","","","","","","arXiv: arXiv:1705.00894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79NCBUAD","conferencePaper","2016","Neumaier, Sebastian; Umbrich, Jürgen","Measures for Assessing the Data Freshness in Open Data Portals","2016 2nd International Conference on Open and Big Data (OBD)","","","10.1109/OBD.2016.10","","Many applications and use cases which consume Open Data rely on up-to-date information. However, scarcely any major Open Data portal provides the users with tangible on how current the data sources are. In order to create a freshness metrics that would solve the mentioned issues, we need to i) learn the change history of a data source and ii) apply a heuristic to estimate how up-to-date a data source is. The following paper assesses which information about the change behaviour of a data source in an Open Data portal are available to derive such a change history. In addition, the paper examines and evaluates different freshness estimation heuristics and establishes a freshness metric for Open Data sources.","2016-08","2021-12-08 11:37:38","2021-12-08 11:37:38","","17-24","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/timdavies/Zotero/storage/EFSBP42G/7573684.html","","","change frequency estimation; data freshness; data portal; Estimation; History; Measurement; Metadata; Monitoring; open data; Portals; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 2nd International Conference on Open and Big Data (OBD)","","","","","","","","","","","","","","",""
"GL7IB8WX","journalArticle","2016","Neumaier, Sebastian; Umbrich, Jürgen; Polleres, Axel","Automated Quality Assessment of Metadata across Open Data Portals","Journal of Data and Information Quality","","1936-1955","10.1145/2964909","https://doi.org/10.1145/2964909","The Open Data movement has become a driver for publicly available data on the Web. More and more data—from governments and public institutions but also from the private sector—are made available online and are mainly published in so-called Open Data portals. However, with the increasing number of published resources, there is a number of concerns with regards to the quality of the data sources and the corresponding metadata, which compromise the searchability, discoverability, and usability of resources. In order to get a more complete picture of the severity of these issues, the present work aims at developing a generic metadata quality assessment framework for various Open Data portals: We treat data portals independently from the portal software frameworks by mapping the specific metadata of three widely used portal software frameworks (CKAN, Socrata, OpenDataSoft) to the standardized Data Catalog Vocabulary metadata schema. We subsequently define several quality metrics, which can be evaluated automatically and in an efficient manner. Finally, we report findings based on monitoring a set of over 260 Open Data portals with 1.1M datasets. This includes the discussion of general quality issues, for example, the retrievability of data, and the analysis of our specific quality metrics.","2016-10-25","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 20:19:20","2:1–2:29","","1","8","","J. Data and Information Quality","","","","","","","","","","","","","November 2016","","","","","","","data portal; data quality; Open Data; quality assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y834CRHU","conferencePaper","2020","Nikiforova, Anastasija","Timeliness of Open Data in Open Government Data Portals Through Pandemic-related Data: a long data way from the publisher to the user","2020 Fourth International Conference on Multimedia Computing, Networking and Applications (MCNA)","","","10.1109/MCNA50957.2020.9264298","","The paper addresses the “timeliness” of data in open government data (OGD) portals. It is one of the primary principles of open data, which is considered to be a success factor, while at the same time it is one of the biggest barriers that can disrupt users trust in data and even the desire to use the entire open data portal. However, assessing this aspect is a very difficult task that, in most cases, becomes an impossible for open data users. There is therefore a lack of comparative studies on the timeliness of data of different national open data portals. Unfortunately, 2020 gave the opportunity to find out this. It became easy enough to compare how long is the data path from the data holder to the OGD portal by analysing the timeliness of Covid-19-related data sets in relation to the first case observed in a country. The study thus fills the gap of comparative studies by addressing 60 countries and their OGD portals concerning the timeliness of the data, providing a report on how much and what countries provide the open data as quickly as possible. It makes it possible to understand how quickly OGD portals react to emergencies by opening and updating data for their further potential reuse, which is essential in the digital data-driven world.","2020-10","2021-12-08 11:37:38","2021-12-08 11:37:38","","131-138","","","","","","Timeliness of Open Data in Open Government Data Portals Through Pandemic-related Data","","","","","","","","","","","","IEEE Xplore","","","","/Users/timdavies/Zotero/storage/L8T4MGTE/Nikiforova_2020_Timeliness of Open Data in Open Government Data Portals Through.pdf; /Users/timdavies/Zotero/storage/5AI9F8UX/9264298.html","","","Covid-19; COVID-19; Europe; frequency of updates; Government; open data; open government data; pandemic; Pandemics; portal; Portals; Time-frequency analysis; timeliness; Viruses (medical)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 Fourth International Conference on Multimedia Computing, Networking and Applications (MCNA)","","","","","","","","","","","","","","",""
"38CQFUVK","journalArticle","2021","Nikiforova, Anastasija; McBride, Keegan","Open government data portal usability: A user-centred usability analysis of 41 open government data portals","Telematics and Informatics","","0736-5853","10.1016/j.tele.2020.101539","https://www.sciencedirect.com/science/article/pii/S0736585320301982","Open government data, as a phenomena, may be considered an important and influential innovation that has the potential to drive the creation of public value via enabling the prevention of corruption, increase in accountability and transparency, and driving the co-creation of new and innovative services. However, in order for open government data to be fully taken advantage of, it must be found, understood, and used. Though many countries maintain open government data portals, the usability of said portals can vary greatly; this is important to understand as the usability of a portal likely impacts the eventual reuse of the data made available there. Acknowledging the importance of portal usability to the data reuse process, this paper helps to elucidate some initial insights by asking two questions: “How can the usability of open government data portals be evaluated and compared across contexts?” and “What are the most commonly missing usability aspects from open government data portals?”. In order to answer these research questions, a subset of 41 national open government data portals were selected for an in-depth usability analysis drawing on the feedback from 40 individual users. As a result of this analysis, the paper is able to make three primary contributions: (1) the validation of a framework for open government data portal usability analysis, (2) develops an initial comparative international ranking of open government data portal usability, and (3) identifies commonly occurring portal usability strengths and weaknesses across contexts.","2021-05-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 11:51:19","101539","","","58","","Telematics and Informatics","Open government data portal usability","","","","","","","en","","","","","ScienceDirect","","","","/Users/timdavies/Zotero/storage/JQT75FBQ/Nikiforova_McBride_2021_Open government data portal usability.pdf","","","Open data; Open data portal; Open government data; Usability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7T7QXKGJ","journalArticle","2021","Nogueras-Iso, Javier; Lacasta, Javier; Ureña-Cámara, Manuel Antonio; Ariza-López, Francisco Javier","Quality of Metadata in Open Data Portals","IEEE Access","","2169-3536","10.1109/ACCESS.2021.3073455","","During the last decade, numerous governmental, educational or cultural institutions have launched Open Data initiatives that have facilitated the access to large volumes of datasets on the web. The main way to disseminate this availability of data has been the deployment of Open Data catalogs exposing metadata of these datasets, which are easily indexed by web search engines. Open Source platforms have facilitated enormously the labor of institutions involved in Open Data initiatives, making the setup of Open Data portals almost a trivial task. However, few approaches have analyzed how precisely metadata describes the associated datasets. Taking into account the existing approaches for analyzing the quality of metadata in the Open Data context and other related domains, this work contributes to the state of the art by extending an ISO 19157 based method for checking the quality of geographic metadata to the context of Open Data metadata. Focusing on metadata models compliant with the Data Catalog Vocabulary proposed by W3C, the proposed extended method has been applied for the evaluation of the Open Data catalog of the Spanish Government. The results have been also compared with those obtained by the Metadata Quality Assessment methodology proposed at the European Data Portal.","2021","2021-12-08 11:37:38","2021-12-08 11:37:38","","60364-60382","","","9","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","/Users/timdavies/Zotero/storage/GMJZN8DR/9405650.html; /Users/timdavies/Zotero/storage/486PZD5S/Nogueras-Iso et al_2021_Quality of Metadata in Open Data Portals.pdf","","","ISO 19157; ISO Standards; Measurement; metadata; Metadata; metadata quality assessment; open data; Open data; Portals; quality; Standards; Vocabulary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBLRG7QQ","report","2018","OECD","Open data portals: Enabling government as a platform","","","","","https://www.oecd-ilibrary.org/governance/open-government-data-report/open-data-portals-enabling-government-as-a-platform_9789264305847-8-en","This chapter presents the efforts taken by OECD countries and partner economies in terms of data quality, publication and accessibility. It presents these efforts in terms of the value of data as a platform and in line with the implementation of proactive policy and data governance tools such as guidelines and standards presented in previous chapters. The chapter also presents the most relevant function of open government data portals and their value as enablers of government as a collaborative platform.","2018-10-30","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 19:10:22","155-180","","","","","","Open data portals","","","","","OECD","Paris","en","","","","","OECD iLibrary","","DOI: 10.1787/9789264305847-8-en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNL9DHAU","conferencePaper","2016","Ojo, Adegboyega; Porwol, Lukasz; Waqar, Mohammad; Stasiewicz, Arkadiusz; Osagie, Edobor; Hogan, Michael; Harney, Owen; Zeleti, Fatemeh Ahmadi","Realizing the Innovation Potentials from Open Data: Stakeholders’ Perspectives on the Desired Affordances of Open Data Environment","Collaboration in a Hyperconnected World","978-3-319-45390-3","","10.1007/978-3-319-45390-3_5","","Despite the increasing number of datasets available on open data platforms, there has been limited adoption and use of open data by the public. This has consequently limited the innovation and transparency impact of open data on respective economies and governments. While literature is replete with articles on barriers to open data exploitation and use; these studies are yet to examine how affordances of open data platforms could help to overcome these barriers. This perspective is important since the platform directly mediates access to open data resources and their use. We describe a study carried out as part the Route-To-PA (Route-To-PA Project, Raising Open and User-friendly Transparency Enhancing Technologies for Public Administrations, H2020 Project, http://routetopa.eu/.) project to establish stakeholder’s perspectives on barriers to effective use of open data and the desired open data platform affordances to address these problems. Our results provide details on what kinds of data are needed by stakeholders, the features required to support their interactions and collaboration around open data and features that could enhance the understandability of datasets available on open data platform.","2016","2021-12-08 11:37:38","2021-12-08 11:37:38","","48-59","","","","","","Realizing the Innovation Potentials from Open Data","IFIP Advances in Information and Communication Technology","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","/Users/timdavies/Zotero/storage/EJGG7HDH/Ojo et al_2016_Realizing the Innovation Potentials from Open Data.pdf","","","Open data; Open data platforms; Transparency","Afsarmanesh, Hamideh; Camarinha-Matos, Luis M.; Lucas Soares, António","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
